cleaned_tweet,tweet,labels
obviou bitch still immatur nt let go past yet face fuck good thing,Its obvious the bitch is still immature and havent let go of the past yet. Just face it. You fucked up a good thing,1
okay smash one homeboy bitch hi girl long tell afterward,Its okay to smash one of your homeboys bitches or his girl just as long as you tell him about it afterwards,1
mani bitch n friend like I becaus one nigga nigga I amp amp still,"Its so many bitches n their friends don't like me ,,, all because of one nigga. A nigga that ""I"" will &amp;&amp; still have ,.. &#128553;&#128525;&#128536;&#128155;&#128153;&#128143;",1
suppos yellow nt yellow,Its suppose to be yellow but we dont do yellow &#127821;&#128520;&#128127;&#128127;&#128520;&#128127;&#128127;&#128127; http://t.co/y1hLiBjQmn,2
natur bird let one eat next thing know invit entir ecosystem shit car,Its the NATURE of birds. YOU LET ONE of them eat---Next thing you know you've invited the entire ecosystem to shit on your car. #SFvsSTL,1
earli thi bullshit fuck yal hoe lmfao,"Its too early for all this bullshit, fuck all yall hoes lmfao",1
true though lol girl think amp make pussi jump shit brah,"Its true though lol RT @jwill252: &#8220;@No85er_inMe: If your girl think about you, &amp; you don't make her pussy jump you ain't shit brah&#8221;lls",1
uno shawti drop imaginari hoe,Its uno shawty id drop my imaginary hoes 4,1
way go u push yo trash ass music right,Its wayyyyy more going on now than 2 have u pushing yo trash ass music right now,1
call nica tell femal anoth man get mad girl throwin salt man gay straight,Its what we call #Bitchassness RT @MoeDeloach: If a nicca tell a female another man got mad girls throwin salt that man gay straight up,1
ya boi popsley da ar aka real meek mill I thi earth first pussi,Its ya boi popsley da 83ar aka the real meek mills I was on this earth first pussy http://t.co/N8v2johm,1
iv decid grow hair I ai nt braid tho straight curl di bitch,"Iv decided to grow my hair, i aint braiding it tho.......straight curls out dis bitch !",1
I get good friend function retard could,Ive got the best friends a functioning retard could have.,1
I never see thi part pussi town befor lolololol end thi song tho,Ive never seen this part of pussy town before... lolololol the end of this song thoo....,1
j watt hi grown man shit night let get,JJ Watt was on his grown man shit all night.. Now let's get it #Yankees,1
jada fire never drop I talk imaginari hoe,Jada Fire has never dropped me for talking to imaginary hoes,1
jai may make appear parti love fag,Jai may make an appearance at the party... love that fag,0
jai hate jay complet irrat hahaha I still love jai though need someon call faggot I call someon fag,"Jai's hate for Jay is completely irrational hahaha I still love Jai though so if he needs someone called a faggot, I'll call someone a fag.",1
jaim nt make I look like bitch lmao,Jaime dont make me look like a bitch lmao,1
jake getin da bitch rn,Jake gettin all da bitches rn,1
jamaica popul island hillbilli even linguist kind sub accent old english deriv,"Jamaica populated with island hillbillies. Even linguistics are kind of the same, if you sub the accent. Olde English derivatives.",2
jamei winston got bench stand tabl say fuck right pussi ironi deep use shovel,"Jameis Winston got benched for standing on a table and saying ""Fuck her right in her pussy"".

The irony is so deep you can use a shovel.",1
jamei tweet fuck right pussi,Jameis tweet RT @MrCOOK_ Fuck her right in the pussy,1
jame big bitch basketbal I swear fuckin cramp serious,James is the biggest bitch in basketball i swear.. fuckin cramps seriously,1
jamin sad song smoke squar think bout bitch,"Jammin these sad songs, smoking squares thinking bout bitches...",1
japanes babe maria ozawa get asian pussi fuck,Japanese babe Maria Ozawa gets her Asian pussy fucked&#160;hard http://t.co/ULDgV82QcN,1
japanes matur cat spot old pussi split wide fill hard,Japanese mature cat with spots has her old pussy split wide and filled with hard&#160;cocks http://t.co/49snPMqnMW,1
japanes teen trim pussi toy green,Japanese teen has her trimmed pussy toyed by a green&#160;vibrator http://t.co/jC8AZqu6nr,1
jason admit stuck bitch lol think much well everycunt na,"Jason admitted you're a stuck up bitch lol, which you are. Think you're so much better than everycunt, naaaaa",0
jax hoe,Jax a hoe!,1
jay z takeov amp u know live home amp home concert yanke stadium via,Jay Z - Takeover &amp; U Don't Know LIVE @ Home &amp; Home Concert Yankee Stadium: http://t.co/4EuK80uLiS via @YouTube,2
jay z get bad eva prove man realli need look good pull hoe want secur,Jay-Z got 1 of the baddest EVA that proves men don't really need to look good to pull these hoes want security,1
jazz jumbo dick corpor make bitch tap sinc,Jazz jumbo dick corporations. Making bitches tap out since 1999,1
jealou ass bitch tryna turn I lick live see shit,Jealous ass bitch tryna turn me to a lick but you won't live to see that shit,1
jealou bitch smh,Jealous bitches smh,1
jealou nigga usual send hate throw bitch,Jealous niggas usually send the hate threw the bitches,1
jealousi bitch,Jealousy is such a bitch.,1
jealousi make bitch anyth thirst make nigga anyth,Jealousy will make a bitch do ANYTHING. Thirst will make a nigga do ANYTHING.,1
jean skirt ass hoe,Jean skirt ass hoe,1
jena come one pair shoe take two pair amp four shirt case retard ass go work lol,"Jenna came for one pair of shoes. Took two pair &amp; four shirts. ""In case."" Her retarded ass is going to work. Lol",1
jena play weknd amp mac look like bitch,Jenna played the Weeknd &amp; Mac just looked at us like theeeese bitches..,1
jena stay pimpin hoe,Jenna stays pimpin these hoes,1
jenif lawrenc nude trash I still smashin though doubt,"Jennifer Lawrence's nudes sooooo trash. Im still smashin though, no doubt",0
jesi andrew good girl girl scene porn love way make bitch cum,"Jessie Andrews has the best ""girl on girl"" scenes in porn. LOVE the way she makes bitches cum.",1
jet lag bitch,Jet lag a bitch,1
jeter almost break yanke stadium,Jeter almost broke Yankee stadium,2
jet trash,Jets trash,2
jhene aiko shit spite side hoe even fine,Jhene Aiko ain't shit but a spiteful side hoe she ain't even fine,1
jihadi john behead journalist foley sotlof arab chariti collector via,Jihadi John beheader of journalist Foley and Sotloff Was 'Arab Charity Collector' http://t.co/RL7F2qV56F via @BreitbartNews,2
jihadi john strike prayer victim famili hi head time meet allah,Jihadi John has struck again. Prayers with the victims' families. What is the #bounty on His head? Time 4 him 2 meet allah,2
jihadi pop music debat bro hear late abu yaser hit bro I total abu hajar fan,"Jihadi pop music debates: &#8220;yo, bro, did you hear the latest Abu Yasser hit?&#8221;, &#8220;No bro, I&#8217;m totally an Abu Hajar fan&#8221; #UnderGroundCulture",2
jihadi propaganda ploy gulf countri publish pic pilot deflect sunni anger amp iran,Jihadi propaganda ploy:US had Gulf countries publish pics of their pilots 2 deflect Sunnis anger from itself &amp; iran http://t.co/pFxYby2c15,2
jihadi rehab need account unpleas fact bad behavior attract particip,Jihadi rehab needs to account for the unpleasant fact that it's the worst behaviors that *attract* participants. http://t.co/nJJGA7S5LQ,2
jihadi stream british fighter identifi abu abdurahman al britani kill action,Jihadi streams: British #ISIS fighter identified as Abu Abdurahman Al Britani killed in action. http://t.co/Ksowd8rRCk,2
jihadi turn washington nation cathedr mosqu friday prayer,Jihadis Turn Washington National Cathedral Into Mosque For Friday Prayers http://t.co/4AHp4t86bP #lnyhbt #ccot #teaparty #gop #tgdn,2
jihadi run claim king arabia die two day ago must bomb fall em r make em hallucin,Jihadis are running a claim that the King of #Saudi Arabia died two days ago. Must be the bombs falling on em that r making em hallucinate.,2
jihadi bet public protest britain forc uk gov anti isi coalit,Jihadis betting on public protests in Britain to force UK gov out of the anti-ISIS coalition http://t.co/5gJSmrfzWJ,2
jihadi circul video kill boko haram nigerian pilot captur hi helicopt shoot,Jihadis circulating a video of the killing by Boko Haram of a Nigerian pilot captured after his helicopter was shoot down,2
jihadi claim shoot armi mi attack helicopt beji amp identifi pilot name rank,"Jihadis claim to have shot an #Iraq army Mi-35 attack helicopter in Beji &amp; identify its pilot by name, rank",2
jihadi identifi man one carri massiv suicid bomb speicher camp,Jihadis identify a man from #Indonesia as the one who carried a massive suicide bombing on Speicher camp #Iraq http://t.co/h1hjHYnbY2,2
jihadi keep prattl shoot today think apach helicopt mayb mi,Jihadis keep on prattling about having shot down today what they think is an Apache helicopter. Maybe it was an Mi-35?,2
jihadi seem upset locat jedah confer purpos,Jihadis seem to be more upset over the location of the Jedah conference in #Saudi than its purpose #ISIS,2
jihadi specif ask intern school target,Jihadis specifically asking for international schools in #Saudi to be targeted #RealThreat http://t.co/NV5qbZaviv,2
jihadi taunt america amp spread paranoia tent appear video daesh train camp near mosul,Jihadis taunting America &amp; spreading paranoia: tents that appeared in a video of a Daesh training camp near Mosul. http://t.co/GH3EbBfB3t,2
jindal seem bodi experi enhanc special browni bj em,"Jindal seemed to be having an out-of-body experience enhanced by special brownies
http://t.co/W0cyEcqKLo
Bj Up and At 'Em
#stribpol #mngop",2
jk I go pussi I want love life sein I scare shit,Jk. I'm going to be a pussy about it. I don't want the love of my life seein me all scared and shit.,1
joba chamberlain look like homeless guy win contest,Joba Chamberlain looks like a homeless guy that won a contest. #Yankees,2
joe buden alway flexin averag twitter nigga wit hi pool parti n bitch nigga compet wit otha rap nigga,"Joe Budden always flexin on average twitter niggas wit his pool parties n bitches, the nigga can't compete wit otha rap niggas",1
joe rip nobel prize winner littl bitch,Joe ripping on a Nobel prize winner while hes not their. What a little bitch #morningjoe,1
joe young go shoot bitch,Joe young gone shoot that bitch,1
joe parti get hoe alway hot hell,Joes parties got hoes but it's always hot as hell,1
john keri sellout thi pussi screw troop vietnam reward disgust,John Kerry.... the SELLOUT: http://t.co/SFIRSvDy #neverforget how this pussy screwed our troops in Vietnam. Now he's rewarded. Disgusting.,1
john legend showin thi countri bitch song,John Legend is showin this country bitch up on her own song,1
john mcain trash jay carni live cn,John McCain trashes Jay Carny live on CNN - #Syria #ISIS #Obama http://t.co/ZT690BkTrI,2
johnathan martin straight pussi,Johnathan Martin is a straight up pussy. #ManUp,1
johnni manziel flip somebodi bird,Johnny Manziel just flipped somebody the bird...,2
johnni rebel I could nigger day,Johnny Rebel - If I could be a nigger for a day: http://t.co/JPKdkpbjxh,0
johnni rebel quit bitchin nigger,Johnny Rebel - Quit your bitchin' nigger!: http://t.co/uCGhrY7zGe,0
johnni punk bitch doe,Johnny is a punk bitch doe,1
join crew bitch,Join my crew bitches,1
jon jone lose respect turn fight like bitch hope lose hi next fight,"Jon Jones just lost all my respect, turned down a fight like a bitch, hope he loses his next fight now, @JonnyBones",1
jon stewart take crack stupid teabag moron rick perri hi gay alcohol comment,Jon Stewart takes a crack at stupid teabagger moron Rick Perry and his gay/alcoholism commments http://t.co/fqcWZHMjom,1
